# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	239737
#@/user_id	0278165e-67a8-4678-b168-f946133cb532
ku du 	苦讀	c=0 d=6.11545e-40 t=239737
ku duan 	苦短	c=2 d=1.83858e-282 t=239737
ku jiao 	褲腳	c=2 d=1.12167e-259 t=239737
ku lang 	酷狼	c=4 d=0 t=239737
ku li 	苦力	c=1 d=1.31884e-285 t=239737
ku ri zi 	苦日子	c=1 d=1.13875e-58 t=239737
ku xuan 	酷炫	c=1 d=2.38345e-218 t=239737
ku zhong zuo le 	苦中作樂	c=1 d=7.12648e-133 t=239737
ku zi 	褲子	c=5 d=8.14654e-148 t=239737
kua 	誇	c=1 d=2.96864e-154 t=239737
kua 	跨	c=8 d=6.74171e-115 t=239737
kua da 	誇大	c=2 d=1.64711e-106 t=239737
kua du 	跨度	c=3 d=9.90387e-05 t=239737
kua ji 	跨級	c=1 d=1.73216e-257 t=239737
kua jing 	跨境	c=4 d=8.61238e-67 t=239737
kua lian 	跨鏈	c=29 d=2.30591e-12 t=239737
kua ping tai 	跨平臺	c=7 d=2.97633e-155 t=239737
kua yu 	跨域	c=2 d=5.51755e-203 t=239737
kua zhang 	誇張	c=10 d=3.14438e-66 t=239737
kuai 	塊	c=217 d=0.789354 t=239737
kuai 	快	c=114 d=9.07797e-11 t=239737
kuai can dian 	快餐店	c=1 d=8.65093e-237 t=239737
kuai chong 	快充	c=2 d=3.68524e-286 t=239737
kuai dao 	快到	c=1 d=0 t=239737
kuai di 	快遞	c=39 d=0.000160856 t=239737
kuai dian 	快點	c=1 d=1.29087e-180 t=239737
kuai du 	快讀	c=1 d=7.28832e-250 t=239737
kuai gan 	快乾	c=1 d=3.50824e-207 t=239737
kuai jie 	快捷	c=1 d=0 t=239737
kuai jie jian 	快捷鍵	c=6 d=0.722527 t=239737
kuai kuai 	快快	c=1 d=1.00574e-126 t=239737
kuai kuai le le 	快快樂樂	c=1 d=1.15271e-113 t=239737
kuai le 	快樂	c=6 d=0.308819 t=239737
kuai qian 	塊錢	c=2 d=1.39838e-180 t=239737
kuai qian 	快錢	c=4 d=0.0042963 t=239737
kuai su 	快速	c=12 d=1.73473e-10 t=239737
kuai xian 	快線	c=1 d=4.39616e-273 t=239737
kuai yao 	快藥	c=1 d=6.93685e-198 t=239737
kuai yao 	快要	c=1 d=1.10771e-262 t=239737
kuai yi dian 	快一點	c=2 d=4.11459e-259 t=239737
kuai zhao 	快照	c=12 d=3.89209e-17 t=239737
kuai zhao lian 	快照鏈	c=9 d=1.24436e-307 t=239737
kuai zi 	筷子	c=2 d=5.84716e-70 t=239737
kuan 	寬	c=1 d=0 t=239737
kuan 	款	c=14 d=2.04343e-25 t=239737
kuan chang 	寬敞	c=2 d=0 t=239737
kuan dai 	寬帶	c=14 d=2.05285e-95 t=239737
kuan du 	寬度	c=1 d=1.35854e-281 t=239737
kuan fan 	寬泛	c=1 d=1.50843e-277 t=239737
kuan shu 	寬恕	c=1 d=7.32485e-250 t=239737
kuan song 	寬鬆	c=5 d=6.02524e-70 t=239737
kuan yu ming 	寬域名	c=1 d=0 t=239737
kuang 	曠	c=1 d=4.80716e-60 t=239737
kuang 	礦	c=7 d=6.28034e-146 t=239737
kuang chi 	礦池	c=2 d=1.59773e-189 t=239737
kuang gong 	礦工	c=40 d=1.17006 t=239737
kuang ji 	匡濟	c=1 d=0 t=239737
kuang ji 	矿机	c=6 d=1.33153e-45 t=239737
kuang jia 	框架	c=19 d=1.02371e-11 t=239737
kuang qie 	況且	c=8 d=9.12503e-12 t=239737
kuang quan shui 	礦泉水	c=4 d=0 t=239737
kuang tu 	框圖	c=3 d=1.42396e-158 t=239737
kuang ye 	狂野	c=1 d=1.31471e-160 t=239737
kuang zhan 	狂佔	c=1 d=0 t=239737
kui 	奎	c=1 d=2.93042e-178 t=239737
kui 	虧	c=21 d=2.31472e-21 t=239737
kui fa 	匱乏	c=1 d=6.14257e-91 t=239737
kui lei 	傀儡	c=1 d=1.09712e-61 t=239737
kui sun 	虧損	c=1 d=1.4758e-255 t=239737
kun bu 	昆布	c=2 d=0 t=239737
kun chong 	昆蟲	c=3 d=5.16927e-179 t=239737
kun lun 	崑崙	c=1 d=0 t=239737
kun nan 	困難	c=5 d=8.65759e-11 t=239737
kun rao 	困擾	c=1 d=2.19394e-302 t=239737
kun shan 	崑山	c=1 d=2.17577e-28 t=239737
kuo 	括	c=1 d=0 t=239737
kuo 	擴	c=5 d=2.80918e-34 t=239737
kuo da 	擴大	c=1 d=1.59968e-174 t=239737
kuo hao 	括號	c=1 d=2.20208e-228 t=239737
kuo rong 	擴容	c=2 d=2.22632e-151 t=239737
kuo zhan 	擴展	c=20 d=1.34821e-15 t=239737
kuo zhan ka 	擴展卡	c=1 d=0 t=239737
kuo zhan wu 	扩展坞	c=2 d=2.75903e-263 t=239737
kuo zhan xing 	擴展性	c=1 d=2.54916e-244 t=239737
kuo zhao 	擴招	c=1 d=2.79517e-34 t=239737
la 	拉	c=69 d=0.0163259 t=239737
la 	辣	c=6 d=1.01404e-17 t=239737
la bai cai 	辣白菜	c=6 d=3.02337e-126 t=239737
la bi 	蠟筆	c=2 d=4.09614e-198 t=239737
la bu dong 	拉不動	c=1 d=0 t=239737
la bu liao 	拉不了	c=1 d=2.4968e-147 t=239737
la chang 	拉長	c=1 d=9.29716e-261 t=239737
la chang 	臘腸	c=1 d=2.24649e-257 t=239737
la chu lai 	拉出來	c=1 d=2.77547e-39 t=239737
la dao 	拉倒	c=16 d=1.86654e-48 t=239737
la dao 	拉到	c=1 d=3.53383e-28 t=239737
la dian ren 	拉點人	c=1 d=3.18186e-264 t=239737
la dong 	拉動	c=2 d=2.34475e-55 t=239737
la gou 	拉勾	c=1 d=0 t=239737
la gou 	拉鉤	c=1 d=0 t=239737
la guo lai 	拉過來	c=1 d=9.63706e-66 t=239737
la hei 	拉黑	c=3 d=2.45487e-183 t=239737
la ji 	垃圾	c=14 d=0.000302055 t=239737
la ji dai 	垃圾带	c=1 d=0 t=239737
la ji dai 	垃圾袋	c=6 d=2.3892e-70 t=239737
la ji dui 	垃圾堆	c=1 d=0 t=239737
la ji tong 	垃圾桶	c=4 d=7.49264e-87 t=239737
la ji xiang 	垃圾箱	c=1 d=0 t=239737
la jiao 	辣椒	c=2 d=0 t=239737
la jin lai 	拉進來	c=1 d=0 t=239737
la ke 	拉客	c=3 d=0 t=239737
la ke de 	拉客的	c=1 d=0 t=239737
la la 	拉拉	c=0 d=1.75503e-89 t=239737
la lian 	拉鍊	c=1 d=0 t=239737
la lian dai 	拉鏈袋	c=1 d=1.32504e-252 t=239737
la long 	拉攏	c=1 d=0 t=239737
la ma 	喇嘛	c=2 d=1.30189e-133 t=239737
la pan 	拉盤	c=13 d=1.94244e-17 t=239737
la pi tiao 	拉皮條	c=1 d=4.4269e-208 t=239737
la piao 	拉票	c=1 d=6.77359e-65 t=239737
la qu 	拉去	c=1 d=0 t=239737
la qu 	拉取	c=5 d=0 t=239737
la ren 	拉人	c=1 d=0.000437252 t=239737
la shang 	拉上	c=1 d=0 t=239737
la wan 	拉完	c=1 d=2.01246e-110 t=239737
la xia 	拉下	c=1 d=0 t=239737
la xia 	落下	c=2 d=0 t=239737
la xia lai 	拉下來	c=3 d=1.23088e-179 t=239737
la yi xia 	拉一下	c=2 d=0 t=239737
la zai 	拉在	c=1 d=8.36327e-104 t=239737
la zhu 	拉珠	c=8 d=5.77029e-32 t=239737
la zhu 	蠟燭	c=2 d=1.67462e-165 t=239737
la zi 	辣子	c=1 d=0 t=239737
la zui xin 	拉最新	c=1 d=0 t=239737
lai 	來	c=433 d=0.331386 t=239737
lai 	癩	c=1 d=0 t=239737
lai 	賴	c=1 d=0 t=239737
lai ba 	來吧	c=1 d=0 t=239737
lai bu ji 	來不及	c=26 d=1.33802e-14 t=239737
lai bu lai 	來不來	c=2 d=4.07959e-188 t=239737
lai bu lai de ji 	來不來得及	c=1 d=0 t=239737
lai de 	來得	c=3 d=1.24711e-186 t=239737
lai de ji 	來得及	c=16 d=2.02488e-06 t=239737
lai de kuai 	來得快	c=1 d=1.00109e-101 t=239737
lai dian 	來電	c=2 d=1.36552e-18 t=239737
lai gai 	來改	c=1 d=0 t=239737
lai gao 	來稿	c=1 d=3.19172e-271 t=239737
lai ge 	來個	c=1 d=0 t=239737
lai ge ren 	來個人	c=2 d=0 t=239737
lai hui 	來回	c=9 d=7.36295e-68 t=239737
lai jiang 	來講	c=3 d=2.15861e-170 t=239737
lai jie shi 	來解釋	c=1 d=9.98009e-242 t=239737
lai kai 	來開	c=1 d=0 t=239737
lai kan 	來看	c=18 d=2.87547e-14 t=239737
lai kan kan 	來看看	c=1 d=1.12832e-273 t=239737
lai mai 	來買	c=2 d=0 t=239737
lai nian 	來年	c=2 d=0.00160444 t=239737
lai pan 	來盤	c=1 d=0 t=239737
lai pao 	來跑	c=1 d=2.87249e-149 t=239737
lai qian 	來錢	c=2 d=4.35919e-115 t=239737
lai qu 	來去	c=1 d=1.75545e-32 t=239737
lai ri fang chang 	來日方長	c=1 d=6.07407e-253 t=239737
lai shi xian 	來實現	c=2 d=2.34158e-186 t=239737
lai shou 	來手	c=1 d=7.3428e-220 t=239737
lai shou 	來收	c=1 d=5.99212e-64 t=239737
lai shuo 	來說	c=137 d=0.463018 t=239737
lai suan 	來算	c=1 d=2.071e-65 t=239737
lai xin 	來信	c=1 d=5.21306e-190 t=239737
lai yi ge 	來一個	c=1 d=0 t=239737
lai yuan 	來源	c=3 d=2.12967e-217 t=239737
lai yuan yu 	來源於	c=1 d=5.57644e-218 t=239737
lai zhang 	賴賬	c=2 d=3.71044e-193 t=239737
lai zhe 	來着	c=16 d=1.87887e-38 t=239737
lai zi 	來自	c=2 d=2.35458e-16 t=239737
lai zi yu 	來自於	c=1 d=1.04352e-295 t=239737
lai zuo 	來做	c=3 d=4.0287e-158 t=239737
lan 	懶	c=4 d=3.36091e-26 t=239737
lan 	攔	c=1 d=1.39856e-64 t=239737
lan 	攬	c=7 d=3.7192e-100 t=239737
lan 	爛	c=12 d=4.14276e-16 t=239737
lan 	藍	c=3 d=1.90684e-64 t=239737
lan 	蘭	c=1 d=0 t=239737
lan cun lu 	藍村路	c=2 d=0 t=239737
lan de 	懶得	c=20 d=1.29288e-22 t=239737
lan deng 	藍燈	c=1 d=0 t=239737
lan diao 	攔掉	c=2 d=4.8581e-37 t=239737
lan ding jiao 	藍訂膠	c=1 d=1.00274e-179 t=239737
lan huo 	攬活	c=3 d=1.64499e-179 t=239737
lan jian 	蘭堅	c=1 d=0 t=239737
lan mei 	藍莓	c=3 d=0 t=239737
lan pian 	爛片	c=1 d=2.25236e-82 t=239737
lan san 	懶散	c=1 d=0 t=239737
lan shi 	攬事	c=1 d=2.34285e-163 t=239737
lan shi 	爛事	c=5 d=3.28876e-06 t=239737
lan ting 	蘭亭	c=2 d=8.88073e-214 t=239737
lan xi 	蘭溪	c=1 d=9.70249e-28 t=239737
lan ya 	藍牙	c=21 d=1.05882e-84 t=239737
lan yong 	濫用	c=1 d=0 t=239737
lan yue liang 	藍月亮	c=1 d=0 t=239737
lang 	浪	c=7 d=2.11477e-17 t=239737
lang 	郎	c=1 d=2.25795e-23 t=239737
lang de xu ming 	浪得虛名	c=1 d=2.15588e-67 t=239737
lang du 	朗讀	c=2 d=1.26305e-28 t=239737
lang fei 	浪費	c=27 d=0.0398321 t=239737
lang hua 	浪花	c=1 d=0 t=239737
lang lai 	狼來	c=1 d=0 t=239737
lang yi xia 	浪一下	c=1 d=0 t=239737
lao 	勞	c=2 d=2.79006e-130 t=239737
lao 	撈	c=3 d=4.91696e-61 t=239737
lao 	澇	c=2 d=6.60528e-261 t=239737
lao 	老	c=54 d=1.08646e-05 t=239737
lao 	酪	c=3 d=5.94435e-32 t=239737
lao bai 	老白	c=6 d=1.08293e-143 t=239737
lao bai xing 	老百姓	c=6 d=1.55668e-30 t=239737
lao ban 	老版	c=2 d=4.10912e-214 t=239737
lao ban 	老闆	c=207 d=1.09202 t=239737
lao ban ben 	老版本	c=1 d=0 t=239737
lao ban men 	老闆們	c=1 d=0 t=239737
lao ban na 	老闆那	c=1 d=1.23844e-104 t=239737
lao ban nian 	老闆年	c=1 d=0 t=239737
lao ban niang 	老闆娘	c=7 d=3.06163e-17 t=239737
lao ben xing 	老本行	c=1 d=0 t=239737
lao chen 	老陳	c=1 d=1.21413e-253 t=239737
lao chou 	老抽	c=5 d=8.71043e-78 t=239737
lao da 	老大	c=1 d=0 t=239737
lao dao 	撈到	c=2 d=6.56877e-233 t=239737
lao dian 	撈點	c=0 d=0 t=239737
lao dian qian 	撈點錢	c=1 d=0 t=239737
lao dong 	勞動	c=12 d=8.79477e-137 t=239737
lao dong fa 	勞動法	c=1 d=0 t=239737
lao dong li 	勞動力	c=1 d=1.40444e-172 t=239737
lao er 	老二	c=1 d=1.08587e-28 t=239737
lao fo ye 	老佛爺	c=1 d=8.25594e-246 t=239737
lao gan 	老幹	c=1 d=0 t=239737
lao gong 	勞工	c=1 d=6.90365e-171 t=239737
lao gong 	老公	c=8 d=6.15573e-28 t=239737
lao han 	老漢	c=1 d=2.13388e-299 t=239737
lao hao ren 	老好人	c=3 d=0.172907 t=239737
lao hu 	老胡	c=38 d=6.16049e-287 t=239737
lao huang 	老黃	c=4 d=0 t=239737
lao jia 	老家	c=11 d=1.89255e-05 t=239737
lao lao shi shi 	老老實實	c=6 d=3.35748e-14 t=239737
lao ling hua 	老齡化	c=1 d=0 t=239737
lao lu 	老路	c=1 d=0 t=239737
lao lu ming 	勞碌命	c=1 d=0 t=239737
lao luo 	老羅	c=2 d=0 t=239737
lao lv 	老驢	c=2 d=1.98958e-05 t=239737
lao ma 	老馬	c=9 d=0.0587185 t=239737
lao mao tao 	老毛桃	c=2 d=0 t=239737
lao min shang cai 	勞民傷財	c=3 d=6.87596e-65 t=239737
lao mo 	勞模	c=2 d=8.92227e-218 t=239737
lao nian ka 	老年卡	c=1 d=0 t=239737
lao pai 	老牌	c=1 d=1.06928e-229 t=239737
lao po 	老婆	c=28 d=0.0409665 t=239737
lao qi 	老氣	c=1 d=0 t=239737
lao qian 	撈錢	c=1 d=1.92053e-295 t=239737
lao ren 	老人	c=3 d=4.08737e-181 t=239737
lao ren jia 	老人家	c=1 d=2.55025e-14 t=239737
lao sao 	牢騷	c=1 d=2.14246e-258 t=239737
lao shi 	老實	c=2 d=3.65971e-28 t=239737
lao shi 	老師	c=82 d=0.000311638 t=239737
lao shi 	老式	c=2 d=2.29942e-90 t=239737
lao shi 	老是	c=12 d=6.61739e-114 t=239737
lao shi ren 	老實人	c=1 d=1.69698e-104 t=239737
lao shu 	老鼠	c=2 d=0 t=239737
lao si bu xiang wang lai 	老死不相往來	c=1 d=1.2301e-289 t=239737
lao si lai si 	勞斯萊斯	c=1 d=0 t=239737
lao wai 	老外	c=2 d=1.93724e-103 t=239737
lao wang 	老汪	c=44 d=6.29659e-147 t=239737
lao wen ti 	老問題	c=1 d=3.82301e-306 t=239737
lao wo 	老窩	c=1 d=0 t=239737
lao xiang 	老鄉	c=3 d=8.48444e-38 t=239737
lao xin lao li 	劳心劳力	c=2 d=0 t=239737
lao xu 	老徐	c=25 d=1.54628e-10 t=239737
lao yang zi 	老樣子	c=1 d=0 t=239737
lao ye 	老爺	c=1 d=6.93995e-262 t=239737
lao ye ye 	老爺爺	c=1 d=5.36417e-232 t=239737
lao yong hu 	老用戶	c=2 d=0 t=239737
lao you tiao 	老油條	c=4 d=1.56556e-185 t=239737
lao zao 	老早	c=20 d=2.45309e-57 t=239737
lao zhang ren 	老丈人	c=10 d=4.4501e-05 t=239737
lao zhu 	老朱	c=3 d=4.29923e-11 t=239737
le 	了	c=6874 d=6.91095 t=239737
le 	樂	c=5 d=2.29475e-264 t=239737
le 	肋	c=1 d=3.874e-21 t=239737
le ci bu pi 	樂此不疲	c=1 d=1.13389e-184 t=239737
le gao 	樂高	c=67 d=1.62203e-11 t=239737
le gao ke 	樂高課	c=2 d=7.70091e-192 t=239737
le guan 	樂觀	c=4 d=2.22853e-233 t=239737
le kan inboard 	了看Inboard	c=1 d=0 t=239737
le kou 	樂釦	c=1 d=6.31504e-152 t=239737
le pin 	樂拼	c=5 d=0 t=239737
le qu 	樂趣	c=1 d=1.23919e-23 t=239737
le song 	乐松	c=1 d=0 t=239737
le tiao 	勒條	c=1 d=3.85468e-21 t=239737
le yuan 	樂園	c=4 d=2.46926e-126 t=239737
lei 	淚	c=1 d=5.85793e-121 t=239737
lei 	累	c=6 d=1.82169e-85 t=239737
lei 	雷	c=2 d=6.44084e-90 t=239737
lei 	類	c=20 d=3.51142e-12 t=239737
lei bai 	雷柏	c=1 d=1.13327e-60 t=239737
lei chi 	雷池	c=1 d=0 t=239737
lei cun 	類存	c=1 d=0 t=239737
lei da 	雷達	c=1 d=0 t=239737
lei dian 	雷電	c=7 d=1.30136e-187 t=239737
lei ji 	累計	c=1 d=0 t=239737
lei jia 	累加	c=1 d=0 t=239737
lei shen 	雷神	c=1 d=0 t=239737
lei sheng 	雷聲	c=1 d=0 t=239737
lei sheng da 	雷聲大	c=1 d=3.36222e-295 t=239737
lei shi 	雷士	c=5 d=5.82895e-89 t=239737
lei shi 	類似	c=127 d=3.16255e-13 t=239737
lei shi yu 	類似於	c=2 d=0 t=239737
lei si 	累死	c=3 d=1.18907e-96 t=239737
lei si lei huo 	累死累活	c=2 d=2.66394e-174 t=239737
lei xing 	類型	c=43 d=1.16513e-92 t=239737
lei ye 	淚液	c=2 d=1.087e-99 t=239737
leng 	冷	c=5 d=4.37699e-16 t=239737
leng cang 	冷藏	c=3 d=1.31346e-63 t=239737
leng dan 	冷淡	c=1 d=2.18163e-89 t=239737
leng dong 	冷凍	c=5 d=6.75684e-64 t=239737
leng jing 	冷靜	c=3 d=8.71404e-21 t=239737
leng ku 	冷庫	c=2 d=3.44002e-35 t=239737
leng lian 	冷鏈	c=2 d=1.06988e-255 t=239737
leng mian 	冷麪	c=1 d=0 t=239737
leng qian bao 	冷錢包	c=1 d=8.06515e-30 t=239737
li 	例	c=1 d=0 t=239737
li 	利	c=3 d=4.36346e-09 t=239737
li 	力	c=8 d=5.47919e-70 t=239737
li 	厲	c=2 d=0 t=239737
li 	李	c=38 d=2.7544e-67 t=239737
li 	歷	c=1 d=0 t=239737
li 	理	c=16 d=4.40118e-22 t=239737
li 	立	c=5 d=5.63951e-27 t=239737
li 	裏	c=260 d=0.52529 t=239737
li 	離	c=29 d=4.40582e-05 t=239737
li bai 	禮拜	c=35 d=4.01335e-25 t=239737
li bai yi 	禮拜一	c=1 d=0 t=239737
li bi 	利弊	c=3 d=2.12872e-153 t=239737
li bi li ya 	利比里亞	c=1 d=3.66386e-247 t=239737
li bu kai 	離不開	c=1 d=3.21055e-252 t=239737
li cai 	理財	c=9 d=0.0126512 t=239737
li cha 	利差	c=1 d=5.48816e-148 t=239737
li chao 	李超	c=30 d=3.73128e-16 t=239737
li cheng bei 	里程碑	c=1 d=8.07098e-156 t=239737
li da yu bi 	利大於弊	c=1 d=0 t=239737
li du 	力度	c=2 d=3.58421e-265 t=239737
li fa 	理髮	c=1 d=1.01736e-26 t=239737
li gan 	瀝乾	c=1 d=0 t=239737
li gen 	李根	c=0 d=0 t=239737
li gen zhu 	李根柱	c=1 d=0 t=239737
li gong 	理工	c=3 d=1.7666e-34 t=239737
li hai 	厲害	c=28 d=0.985132 t=239737
li hao 	利好	c=1 d=0 t=239737
li hou 	立候	c=1 d=1.374e-32 t=239737
li hui 	例會	c=1 d=2.575e-10 t=239737
li hui 	理會	c=1 d=2.56216e-10 t=239737
li ji 	立即	c=1 d=0 t=239737
li ji 	裏脊	c=4 d=1.29915e-224 t=239737
li jia 	離家	c=4 d=0 t=239737
li jia cheng 	李嘉誠	c=1 d=1.97524e-155 t=239737
li jian 	力薦	c=1 d=1.99617e-132 t=239737
li jian ying 	李劍英	c=2 d=0 t=239737
li jie 	理解	c=64 d=0.0401553 t=239737
li jin ji 	李錦記	c=1 d=2.81028e-303 t=239737
li jing yuan 	麗景園	c=1 d=0 t=239737
li kai 	離開	c=11 d=0.355226 t=239737
li lao shi 	李老師	c=1 d=2.15914e-261 t=239737
li li 	理理	c=2 d=6.36766e-132 t=239737
li li si 	莉莉丝	c=1 d=0 t=239737
li liang 	力量	c=2 d=0 t=239737
li liao 	理療	c=1 d=6.37391e-26 t=239737
li lun 	理論	c=45 d=8.13651e-16 t=239737
li lv 	利率	c=3 d=3.2079e-66 t=239737
li ma 	立馬	c=2 d=4.0369e-35 t=239737
li mian 	裏面	c=289 d=0.171134 t=239737
li ming 	黎明	c=1 d=4.12721e-295 t=239737
li nu xing 	裏奴性	c=1 d=3.038e-161 t=239737
li pei 	理賠	c=1 d=0 t=239737
li pin 	禮品	c=1 d=0 t=239737
li pu 	離譜	c=1 d=0 t=239737
li qi 	戾氣	c=1 d=8.20272e-170 t=239737
li qian 	離錢	c=2 d=1.29958e-24 t=239737
li run 	利潤	c=25 d=1.48232e-13 t=239737
li shang wang lai 	禮尚往來	c=1 d=1.00352e-247 t=239737
li shi 	歷史	c=26 d=0.634448 t=239737
li shi 	立式	c=1 d=0 t=239737
li shi wu tai 	歷史舞臺	c=1 d=0 t=239737
li shu 	隸屬	c=1 d=1.48046e-57 t=239737
li shui 	麗水	c=1 d=0 t=239737
li shun 	理順	c=2 d=0 t=239737
li suo 	利索	c=6 d=2.84836e-138 t=239737
li tang 	理塘	c=5 d=1.70188e-37 t=239737
li ti 	離題	c=2 d=2.13937e-06 t=239737
li wai 	例外	c=4 d=1.79018e-86 t=239737
li wu 	禮物	c=4 d=1.53148e-132 t=239737
li xi 	利息	c=4 d=3.67693e-41 t=239737
li xian 	歷險	c=1 d=3.40764e-12 t=239737
li xian 	理線	c=1 d=6.33334e-186 t=239737
li xian 	離線	c=22 d=4.12297e-136 t=239737
li xiang 	理想	c=7 d=7.69716e-10 t=239737
li xiang 	立項	c=2 d=0 t=239737
li xiao 	李笑	c=0 d=0 t=239737
li xiao lai 	李笑來	c=2 d=0 t=239737
li xiao long 	李小龍	c=1 d=4.09138e-75 t=239737
li xiao tian 	李曉天	c=2 d=0 t=239737
li xing 	理性	c=1 d=0 t=239737
li yi 	利益	c=9 d=1.24834 t=239737
li yi 	禮儀	c=2 d=8.41053e-236 t=239737
li yi xia 	理一下	c=1 d=9.6516e-260 t=239737
li yi yi 	李依薏	c=1 d=7.30067e-123 t=239737
li yong 	利用	c=10 d=1.44321e-22 t=239737
li yong le 	李永樂	c=2 d=4.18283e-41 t=239737
li yong lv 	利用率	c=1 d=3.74449e-209 t=239737
li you 	理由	c=8 d=1.44311e-22 t=239737
li zhi 	荔枝	c=3 d=0 t=239737
li zhi 	離職	c=42 d=3.81508e-08 t=239737
li zhi qi zhuang 	理直氣壯	c=1 d=7.60478e-15 t=239737
li zi 	例子	c=13 d=1.88549e-108 t=239737
li zi 	李子	c=0 d=0 t=239737
li zi 	栗子	c=2 d=9.68829e-91 t=239737
li zi qi 	李子柒	c=1 d=0 t=239737
li zong sheng 	李宗盛	c=1 d=1.13073e-63 t=239737
li zu 	立足	c=1 d=2.66075e-13 t=239737
lia 	倆	c=1 d=0 t=239737
lian 	練	c=2 d=8.67241e-178 t=239737
lian 	聯	c=7 d=1.14981e-54 t=239737
lian 	臉	c=3 d=5.24467e-26 t=239737
lian 	連	c=68 d=0.447088 t=239737
lian 	鏈	c=146 d=1.21555e-31 t=239737
lian bang 	聯邦	c=3 d=2.04134e-64 t=239737
lian biao 	鏈表	c=1 d=0 t=239737
lian bu shang 	連不上	c=17 d=2.73382e-17 t=239737
lian chi 	廉恥	c=0 d=1.78879e-166 t=239737
lian dao 	鐮刀	c=4 d=4.84714e-118 t=239737
lian dong 	聯動	c=1 d=0 t=239737
lian fa ke 	聯發科	c=1 d=0 t=239737
lian ge 	連個	c=8 d=1.91817e-163 t=239737
lian gong 	聯供	c=1 d=6.08584e-217 t=239737
lian guan xing 	連貫性	c=1 d=1.01095e-128 t=239737
lian he 	聯合	c=9 d=6.4705e-144 t=239737
lian huan hua 	連環畫	c=2 d=2.17941e-77 t=239737
lian ji 	練級	c=3 d=1.64385e-24 t=239737
lian jia 	廉價	c=0 d=1.8961e-28 t=239737
lian jia le 	廉價了	c=1 d=1.9056e-27 t=239737
lian jie 	連接	c=38 d=0.609589 t=239737
lian jie 	鏈接	c=69 d=0.603506 t=239737
lian jie chi 	連接池	c=6 d=1.9885e-28 t=239737
lian jie qi 	連接器	c=1 d=1.12762e-60 t=239737
lian lian kan 	連連看	c=1 d=0 t=239737
lian meng 	聯盟	c=6 d=2.02011e-31 t=239737
lian meng lian 	聯盟鏈	c=19 d=5.22029e-30 t=239737
lian pi hou 	臉皮厚	c=2 d=1.41875e-203 t=239737
lian piao 	聯票	c=1 d=0 t=239737
lian ren 	連任	c=1 d=2.38141e-61 t=239737
lian ru 	煉乳	c=1 d=2.17847e-307 t=239737
lian shang 	臉上	c=1 d=1.71654e-33 t=239737
lian shang 	連上	c=4 d=1.10653e-132 t=239737
lian shang 	链上	c=61 d=5.42484e-41 t=239737
lian tiao 	聯調	c=16 d=1.51592e-12 t=239737
lian tong 	聯通	c=8 d=9.92763e-260 t=239737
lian tong 	連通	c=1 d=0 t=239737
lian xi 	練習	c=26 d=1.39947e-18 t=239737
lian xi 	聯席	c=1 d=5.78504e-62 t=239737
lian xi 	聯繫	c=65 d=1.67968e-13 t=239737
lian xi ben 	練習本	c=1 d=1.17952e-60 t=239737
lian xi lian xi 	練習練習	c=1 d=1.0988e-79 t=239737
lian xia 	連下	c=1 d=7.66218e-74 t=239737
lian xia 	鏈下	c=3 d=7.34196e-13 t=239737
lian xiang 	聯想	c=2 d=0 t=239737
lian xu 	連續	c=12 d=2.23434e-17 t=239737
lian xu xing 	連續性	c=1 d=0 t=239737
lian zhe 	連着	c=5 d=0.421052 t=239737
lian zi 	蓮子	c=0 d=1.2726e-131 t=239737
lian zi 	鍊子	c=1 d=1.28539e-130 t=239737
liang 	亮	c=11 d=6.63586e-88 t=239737
liang 	倆	c=3 d=2.76492e-53 t=239737
liang 	兩	c=2 d=2.76662e-119 t=239737
liang 	涼	c=8 d=4.9767e-66 t=239737
liang 	輛	c=1 d=0 t=239737
liang 	量	c=40 d=5.68444e-33 t=239737
liang ba 	兩把	c=2 d=7.81938e-107 t=239737
liang bai 	兩百	c=0 d=1.31533e-49 t=239737
liang bai ju shang 	兩敗俱傷	c=1 d=9.3596e-134 t=239737
liang bao 	兩包	c=1 d=2.07976e-144 t=239737
liang bei 	兩倍	c=1 d=3.34418e-173 t=239737
liang ben 	兩本	c=1 d=0 t=239737
liang bi 	兩筆	c=9 d=1.66083e-86 t=239737
liang bi 	良幣	c=1 d=1.06879e-18 t=239737
liang bian 	兩邊	c=2 d=0 t=239737
liang bo 	兩波	c=2 d=1.9404e-34 t=239737
liang bu 	兩步	c=11 d=1.09824e-73 t=239737
liang bu 	兩部	c=2 d=0 t=239737
liang bu fen 	兩部分	c=4 d=2.44668e-85 t=239737
liang bu wu 	兩不誤	c=1 d=1.49228e-33 t=239737
liang chan 	量產	c=6 d=3.98493e-59 t=239737
liang ci 	兩次	c=21 d=2.76886e-11 t=239737
liang da 	兩大	c=1 d=6.09868e-184 t=239737
liang da ben 	兩大本	c=1 d=6.12925e-183 t=239737
liang da kuai 	兩大塊	c=1 d=0 t=239737
liang da xiang 	兩大箱	c=1 d=0 t=239737
liang dian 	亮點	c=3 d=2.56836e-09 t=239737
liang dian 	兩點	c=8 d=2.55555e-09 t=239737
liang du 	亮度	c=1 d=0 t=239737
